balance,account_age_days,avg_loan_amount,income,credit_score,credit_amount,application_date,last_contact,income_to_credit_ratio,city,birth_date,years_at_job,client_id,application_id,address,previous_loans,late_payments_3y,employment_type,owns_car,owns_house,default
6672.15,2500,42070,33719.0,409,166930,2025-03-28,2025-04-09,0.2019948481399389,Angelaport,1968-02-23,12,C-17758,APP-2023-478199,"90924 Skinner Fork Suite 201
Melodyview, PA 30655",0,0,Permanent,0,0,1
4080.91,2146,19691,8630.0,375,98141,2025-04-25,2025-07-19,0.0879347061880355,Port Laura,1965-10-29,28,C-534264,APP-2023-804777,"1816 Adam Oval Suite 898
Port Sarah, GU 44093",2,2,Permanent,1,1,0
6237.36,1580,21524,49097.0,488,162783,2024-10-17,2024-10-31,0.3016101189927695,North Marthachester,1948-01-12,18,C-583464,APP-2023-310285,"3366 Sweeney Haven
Maynardborough, AS 47194",0,1,Permanent,0,1,0
10485.65,1051,22637,44321.0,377,49231,2024-08-01,2024-09-07,0.9002660925026914,West Alison,1958-08-04,15,C-752057,APP-2023-200704,"74774 Gomez Lock
Marshchester, IL 89199",2,1,Self-employed,0,1,1
2836.59,2279,9809,26213.0,600,173909,2024-08-09,2024-10-23,0.1507282544319155,Johnborough,1954-07-14,15,C-191325,APP-2023-174585,"568 Jones Freeway Suite 821
Joseport, WY 24298",3,2,Temporary,1,1,0
4358.2,373,32393,57805.0,756,117431,2025-01-28,2025-02-04,0.4922465107169316,Stephanieton,1994-05-25,33,C-775893,APP-2023-638476,"870 Heather Port Apt. 003
North Evan, MH 51580",0,2,Self-employed,0,0,0
6413.71,1538,46472,9270.0,635,156308,2025-03-10,2025-05-23,0.0593059856181385,Cindybury,1979-10-17,10,C-900494,APP-2023-566483,"422 Alan Unions
West Caleb, NJ 78987",1,2,Permanent,0,0,0
7555.19,1210,43439,21859.0,560,112733,2025-06-17,2025-08-14,0.1939006324678665,Port Lynnton,1981-03-27,11,C-917372,APP-2023-464789,"592 Patricia Skyway Suite 986
Port Mary, PW 74720",1,2,Self-employed,0,0,1
2987.67,138,25528,22678.0,509,118252,2024-09-16,2024-10-28,0.1917768832662449,Matthewstad,1987-03-24,18,C-373760,APP-2023-558764,"USS Johnson
FPO AA 72713",3,2,Permanent,1,0,0
7674.63,173,34636,10774.0,448,88715,2024-09-06,2024-11-03,0.1214450769317477,New John,1966-09-07,17,C-266455,APP-2023-239511,"PSC 1578, Box 0627
APO AP 65895",2,0,Permanent,1,0,0
4291.42,2723,3279,46051.0,736,17781,2024-12-06,2024-12-23,2.5898993307463023,East Lauren,1979-06-16,1,C-729207,APP-2023-520042,"541 Weaver Union
South Audreytown, CA 94713",4,1,Self-employed,1,1,0
3147.82,1902,15478,28682.0,466,91749,2025-03-31,2025-04-24,0.3126137614578905,North Lauren,1950-08-27,0,C-52913,APP-2023-490614,"8838 Thompson Radial Suite 482
West Ashley, MS 24864",0,1,Self-employed,1,0,0
4533.98,540,17016,21673.0,565,162377,2024-11-09,2024-12-04,0.1334733367410409,New Jenniferberg,2000-09-26,2,C-203525,APP-2023-71383,"11035 Bryan Trail
Lake Jaime, DE 65063",2,2,Temporary,0,0,1
7064.9,2648,39156,43033.0,763,153144,2025-01-24,2025-04-05,0.2809969701718643,Port Barryfurt,2004-10-08,32,C-901145,APP-2023-351309,"77198 Wright Wall
Port Nichole, GA 63354",1,0,Permanent,1,0,1
10635.4,1081,20670,12727.0,810,185311,2025-05-10,2025-07-09,0.0686791393926966,Johnbury,1995-11-29,8,C-406010,APP-2023-348619,"7455 Hannah Row Apt. 568
Angelaview, KY 71439",3,1,Self-employed,1,1,0
7674.44,2416,8861,25107.0,808,36663,2025-05-06,2025-05-24,0.6848048441207757,North Gloriachester,1960-03-24,9,C-248761,APP-2023-613136,"3221 Yoder Knoll Suite 053
Lake Shannon, ID 05041",3,2,Permanent,0,0,0
6256.01,1379,19388,48314.0,566,20442,2024-10-30,2024-12-21,2.3634673710987184,Sarahview,2005-06-07,29,C-165717,APP-2023-171101,"USCGC Hawkins
FPO AA 33107",1,3,Temporary,1,1,0
3166.58,980,32362,24610.0,347,122566,2024-11-16,2024-11-28,0.2007897785682816,Lake Priscillaton,1987-02-22,7,C-225455,APP-2023-513140,"8572 Roy Lane Suite 510
Cookbury, GA 73020",1,0,Permanent,0,1,0
4156.18,1402,25511,45222.0,380,198992,2024-09-01,2024-09-20,0.2272553670499316,Anthonytown,1971-02-11,9,C-594576,APP-2023-698855,"5855 Rebecca Fords
Lake Ronald, MP 90012",3,2,Permanent,1,0,0
8841.19,195,48895,16681.0,814,193916,2024-10-20,2025-01-04,0.0860217826275294,Leonardberg,1998-10-08,39,C-219681,APP-2023-263288,"5387 Knapp Mews
South Karinaberg, MP 79395",0,1,Permanent,1,0,0
6272.24,2692,21431,4824.0,505,104105,2025-05-06,2025-08-02,0.0463378319965419,East Leemouth,1946-09-20,28,C-950462,APP-2023-84026,"PSC 3179, Box 2723
APO AP 47400",2,0,Permanent,1,0,0
3333.56,763,29046,56038.0,373,74582,2025-03-05,2025-03-26,0.7513609181840122,Port Damon,1997-06-19,28,C-106667,APP-2023-569365,"206 Hill Throughway
North Tiffany, MI 69559",2,1,Permanent,1,0,0
9759.26,3472,42052,26186.0,675,132330,2025-01-28,2025-04-23,0.1978840776845764,Skinnershire,1991-02-21,35,C-957407,APP-2023-325350,"361 Brian Bypass Suite 502
Lake Emily, NH 43468",1,2,Permanent,0,1,0
4831.63,1876,20768,33072.0,401,37323,2024-12-23,2024-12-24,0.8861024033437827,Woodville,1955-05-21,5,C-825711,APP-2023-651844,"892 Eric Lodge Apt. 989
West Chris, CT 11798",1,0,Unemployed,0,0,0
8782.68,412,49641,22175.0,647,12814,2024-12-13,2024-12-21,1.7305291087872638,West Sean,1963-12-24,30,C-623644,APP-2023-92390,"137 Mario Stravenue
East Nicole, UT 97541",3,3,Temporary,0,0,0
1827.45,3004,29149,5437.0,399,47611,2024-09-30,2024-10-07,0.1141962991745605,Shannonmouth,1957-06-15,23,C-39321,APP-2023-148262,"211 Jorge Flat Suite 268
West Erin, VI 32650",5,1,Temporary,1,0,0
937.3,1336,23395,34765.0,536,49427,2025-03-27,2025-05-12,0.703360511461347,Port Jenniferton,1951-02-20,25,C-503525,APP-2023-51212,"8607 Horton Hill
South Heathershire, IA 12938",0,0,Temporary,0,1,0
2652.62,860,35475,35820.0,466,161592,2025-04-11,2025-05-21,0.2216693895737412,Port Calebburgh,2007-06-27,11,C-49012,APP-2023-544476,"023 Taylor Rue Apt. 077
Lake Jessicabury, GA 77815",0,1,Temporary,1,0,0
6910.65,1316,39842,39094.0,580,23510,2025-01-21,2025-02-05,1.66286686516376,West Jasonbury,1945-10-01,17,C-925960,APP-2023-928333,"308 Daniel Village Apt. 413
Chelseaburgh, AL 22962",0,2,Unemployed,1,0,1
6228.18,417,47347,13326.0,390,121774,2025-02-15,2025-03-18,0.1094322269121487,Whiteheadfort,1979-01-27,9,C-561606,APP-2023-682563,"981 Michaela Springs Suite 185
East Jose, AS 88068",1,2,Permanent,1,0,0
1879.19,1655,36074,33254.0,609,125551,2024-09-09,2024-10-14,0.2648644773836927,East David,1964-05-28,1,C-633831,APP-2023-113914,"50703 Raymond Spur
Jonborough, UT 59185",1,1,Self-employed,1,0,1
3617.67,2623,24557,34367.0,539,104550,2024-07-23,2024-08-07,0.3287135341941655,Tammyfort,2005-04-04,14,C-968083,APP-2023-743917,"4172 Ashley Light Apt. 547
Frostborough, OH 45820",2,2,Temporary,1,1,0
7564.5,2493,15999,26404.0,414,111889,2024-09-12,2024-12-08,0.2359838768779772,Jeffreymouth,1956-10-21,33,C-804137,APP-2023-292336,"2400 Mary Greens
Smithview, MS 74890",4,1,Permanent,0,0,0
6120.89,2427,36626,56053.0,596,135084,2024-07-28,2024-08-12,0.4149492167836309,Lake Timothyhaven,1968-08-12,31,C-677991,APP-2023-648574,"93678 Dawn Causeway
Port Lawrence, FL 98445",1,1,Temporary,1,0,0
6383.24,3306,30979,28053.0,723,65271,2025-01-04,2025-03-13,0.4297927103920577,Morganburgh,1981-11-15,14,C-204851,APP-2023-5188,"91244 Wanda Rest Apt. 959
Ortizfurt, NC 49883",4,2,Permanent,0,0,0
3302.88,3240,9780,45856.0,574,74122,2024-07-31,2024-08-15,0.6186557297428563,Marvinfurt,2002-07-05,25,C-586185,APP-2023-2882,"1375 Ruiz Ferry Suite 545
Kimview, MO 25535",2,1,Permanent,1,0,1
535.48,2575,24289,47950.0,600,97530,2025-04-19,2025-06-02,0.4916435968419973,Juanland,1950-04-19,7,C-884337,APP-2023-848494,"614 Jennifer Streets
West Danielville, AR 84276",0,0,Temporary,1,0,0
9137.16,2800,43500,23267.0,651,30690,2024-12-12,2025-02-23,0.7581296839361356,Murrayton,2001-01-28,5,C-457591,APP-2023-551180,"USS Cisneros
FPO AE 18987",3,1,Self-employed,1,1,0
6081.92,736,12051,44821.0,598,25826,2025-05-18,2025-06-01,1.7354991094246108,Gregoryview,1951-05-09,37,C-267597,APP-2023-469601,"03856 Andre Haven Apt. 579
Samuelport, NC 13340",2,0,Permanent,0,0,0
6914.91,1501,14265,21393.0,590,103636,2024-08-15,2024-09-29,0.2064244085066965,Amandachester,2004-07-06,37,C-629404,APP-2023-53864,"1764 Gonzales Estates
New Elaine, FM 42761",4,2,Permanent,1,1,0
4263.48,147,31307,30569.0,749,121174,2025-06-27,2025-08-26,0.2522735900440688,Gregoryport,1952-02-27,31,C-65613,APP-2023-759443,"92349 Edward Haven Apt. 675
South Janetfurt, NE 77977",2,0,Self-employed,1,0,1
5293.08,1619,15143,18730.0,437,183529,2024-09-10,2024-12-06,0.1020547161484016,Paulberg,1990-11-13,3,C-83767,APP-2023-261850,"18015 Russell Street
New Stevenland, IL 74892",2,2,Permanent,1,0,1
7862.24,1059,12687,35851.0,816,171672,2025-02-01,2025-03-16,0.2088342886434596,New Kendra,1989-03-12,29,C-589215,APP-2023-34889,"5240 George Radial
New Amybury, AL 20764",5,2,Permanent,1,1,0
1453.57,1932,44975,24424.0,623,111316,2024-11-28,2025-02-14,0.2194114053685004,Colemanmouth,1960-04-03,1,C-54553,APP-2023-40493,"473 Kristi Shores Suite 662
Port Chelseaburgh, FL 62162",4,4,Permanent,1,1,0
3964.67,318,8230,40325.0,792,158340,2025-06-13,2025-07-29,0.2546734874321081,Sparksfort,1964-07-17,18,C-905129,APP-2023-835792,"PSC 6367, Box 5980
APO AP 68152",2,2,Self-employed,0,1,0
8158.23,2943,18507,8242.0,669,156206,2024-09-25,2024-11-14,0.0527636582461621,Lake Katherinetown,1974-12-16,36,C-220091,APP-2023-567877,"3077 Jeffrey Rest Suite 928
Trujilloburgh, AZ 35178",1,3,Permanent,0,0,1
9323.27,3456,47780,43418.0,434,155834,2025-02-25,2025-04-29,0.2786169898738401,Delgadostad,2006-02-17,17,C-344759,APP-2023-230075,"55911 Kimberly Mountains
Lake Dominic, OK 85963",0,2,Permanent,1,0,0
2091.93,100,36483,46075.0,318,44046,2024-10-27,2024-11-18,1.046065477001317,Pageburgh,1954-09-22,28,C-489805,APP-2023-404387,"3767 Brenda Fords Apt. 473
North Stephanieport, MO 17613",1,1,Unemployed,0,1,0
2980.92,1603,2551,38888.0,591,65238,2025-04-30,2025-07-09,0.5960943008675925,New Charlesburgh,1976-11-18,21,C-644198,APP-2023-447799,"239 Brendan Circles
North Johnchester, VI 60903",3,1,Permanent,1,0,0
9297.87,1533,31458,6339.0,744,39699,2025-01-19,2025-02-23,0.1596765661603567,Valeriefurt,2004-10-19,29,C-324062,APP-2023-343763,"133 Mcintosh Pine Suite 385
West Anna, AZ 25031",3,1,Temporary,1,1,0
4329.16,2196,1306,37341.0,405,107915,2025-01-14,2025-03-28,0.3460223323912338,North Stephenhaven,2005-06-28,11,C-592853,APP-2023-97753,"4433 Peter Lock Apt. 868
Lake Joseburgh, CO 26867",0,3,Temporary,1,0,0
5165.49,2889,33715,40533.0,573,35671,2025-06-30,2025-09-05,1.1363011970508257,Derekland,1996-07-25,22,C-133878,APP-2023-408876,"6356 Watkins Drive
Wutown, MI 35769",1,0,Permanent,1,0,0
11432.05,759,33910,41420.0,300,152068,2025-05-05,2025-05-21,0.272378146618618,West Andrew,2003-09-27,37,C-496418,APP-2023-262763,"800 Wilson Mission Suite 533
Lake Waynebury, PR 86863",2,1,Permanent,1,1,0
12135.46,752,20946,31526.0,318,106568,2024-10-24,2024-12-10,0.2958298926507019,Lisahaven,1986-04-29,35,C-665923,APP-2023-917142,"Unit 3810 Box 6204
DPO AP 62902",0,1,Permanent,1,0,0
5433.22,196,26994,33040.0,336,169597,2024-08-31,2024-10-27,0.1948147667706386,North Leahhaven,1967-10-06,22,C-536613,APP-2023-66658,"609 George Plain
Kennethview, VT 06628",2,0,Permanent,1,0,0
3828.33,3586,38682,18079.0,477,22269,2024-08-24,2024-08-29,0.8118460640352059,West Bruceland,1994-09-26,29,C-134202,APP-2023-755725,"669 Alexander Port
Stanleyview, HI 12445",1,1,Permanent,1,0,0
7395.09,222,45331,22007.0,401,68519,2024-07-25,2024-09-27,0.3211809862957719,Amberfort,1962-07-13,39,C-756076,APP-2023-131457,"306 Mark Estates Apt. 272
North Jessica, NY 24001",1,0,Permanent,0,1,0
2172.38,1720,13711,19693.0,307,178359,2025-05-23,2025-06-18,0.1104121462892256,Port Stephanie,1982-04-10,6,C-500894,APP-2023-647766,"493 Ian Circles
Ryantown, HI 89154",1,0,Unemployed,1,0,0
195.64,3191,1108,40310.0,629,141005,2025-05-28,2025-08-01,0.2858763873621502,Bryanville,1970-03-18,21,C-127007,APP-2023-496046,"2251 Tina Village
Port Scottland, FL 53957",0,2,Permanent,0,1,0
6208.32,1524,10477,22651.0,615,95391,2024-08-20,2024-09-25,0.237454267174052,East Danielstad,2001-02-20,9,C-745070,APP-2023-158364,"USCGC Cook
FPO AP 42705",2,3,Temporary,0,0,1
3016.69,3567,47567,37812.0,501,176547,2025-01-19,2025-04-11,0.2141752621115057,Port Russellfurt,1994-03-22,36,C-353111,APP-2023-142074,"5422 Regina Road Apt. 050
Abbottburgh, CA 28743",4,1,Self-employed,1,0,0
258.76,1452,20826,53703.0,824,47509,2024-11-24,2024-12-20,1.1303752973120882,West Thomas,1968-12-28,28,C-629134,APP-2023-728452,"PSC 6130, Box 5256
APO AA 93974",1,2,Temporary,1,0,0
7006.62,3596,42080,40376.0,469,144894,2025-05-02,2025-07-29,0.2786588816652173,Lake Lauraville,1987-07-10,23,C-986277,APP-2023-627656,"8469 Todd Orchard Suite 473
Houstonland, ND 60217",3,0,Self-employed,0,0,0
8051.77,2131,4838,22431.0,670,38648,2025-02-15,2025-04-21,0.5803922583316083,Emilyborough,1948-04-28,14,C-102294,APP-2023-359135,"PSC 4915, Box 8900
APO AE 28652",2,2,Temporary,1,0,0
6514.34,2800,15028,17879.0,364,99803,2025-01-27,2025-02-15,0.1791429115357253,West Amy,1991-08-15,35,C-527670,APP-2023-853703,"9477 Allen Mountains Suite 742
Myersmouth, CA 05040",2,1,Permanent,1,1,0
5082.84,456,15603,23633.0,538,62825,2024-09-01,2024-11-09,0.3761719060883406,Dannyland,1994-09-08,22,C-825410,APP-2023-975815,"36057 Henry Stravenue
Jonesfort, NH 34871",2,0,Temporary,1,0,0
2023.41,3411,34779,47950.0,634,105627,2024-08-03,2024-08-24,0.4539559014267185,Melissaport,1954-09-29,34,C-227894,APP-2023-308338,"USS Smith
FPO AA 76814",1,0,Permanent,1,0,0
7801.92,1476,45958,37209.0,530,89405,2025-04-10,2025-04-14,0.416184777137744,Kristineview,1997-03-18,5,C-318973,APP-2023-682999,"5978 Schwartz Ramp
Gonzalezstad, MN 65563",3,2,Temporary,0,0,0
4483.6,2676,2820,40132.0,814,160854,2024-11-10,2024-12-15,0.2494933293545699,West Jacquelinehaven,1994-09-21,11,C-317398,APP-2023-83784,"551 Joseph Park Apt. 882
Ramirezland, NY 31622",1,0,Permanent,1,0,1
1347.44,2762,36355,30189.0,385,49540,2025-03-16,2025-05-20,0.6093863544610416,Tristanhaven,1984-03-22,17,C-539164,APP-2023-538370,"0647 Darren Canyon Suite 629
Johnsontown, CA 29470",4,2,Temporary,1,0,0
6160.96,2035,11977,20501.0,821,22952,2025-04-03,2025-06-26,0.8932119205298014,Robertsville,2006-11-18,34,C-640542,APP-2023-913038,"4287 Emily Coves Apt. 169
Ashleymouth, MI 80821",3,3,Permanent,1,1,0
3216.51,749,6191,30901.0,492,40445,2025-07-04,2025-07-09,0.764025219433799,Calebland,1946-05-14,27,C-71406,APP-2023-921766,"41099 Clark Cove
Palmertown, ND 36611",0,1,Permanent,1,0,0
1000.69,2081,45046,36432.0,657,51382,2025-04-15,2025-04-29,0.7090420769919427,Beverlyland,1964-12-29,34,C-927416,APP-2023-897673,"Unit 3405 Box 6730
DPO AP 48667",4,0,Permanent,1,0,0
5265.22,2949,17484,27401.0,444,187981,2024-07-08,2024-08-17,0.1457647315420175,North Julie,1962-08-03,39,C-596355,APP-2023-452103,"73597 William Passage Apt. 711
Raymondton, GA 48202",0,1,Temporary,1,0,1
8000.71,1836,19559,31125.0,595,57790,2024-10-20,2025-01-13,0.5385879910019035,Oconnorshire,1980-10-02,14,C-33430,APP-2023-689043,"2651 Clark Corners
Evansville, NH 76047",2,3,Self-employed,1,1,0
7377.69,1873,18152,16099.0,601,40181,2024-07-17,2024-09-23,0.4006620044299545,Port Brittanybury,1960-02-17,15,C-96963,APP-2023-730804,"198 Hudson Cliffs Suite 272
Leeside, LA 21067",3,2,Self-employed,1,0,1
4174.8,2366,36953,27566.0,388,148087,2024-11-22,2025-01-18,0.1861473323114115,Lake Perry,1989-11-01,22,C-992755,APP-2023-882057,"409 Lindsey Mountain
South Daniel, NJ 11271",0,1,Temporary,1,0,0
3388.01,692,41011,32042.0,781,58464,2024-09-16,2024-11-16,0.5480637657361795,Robbinsfurt,1953-01-10,21,C-255152,APP-2023-420216,"47640 Roberts Road
Cardenasberg, VT 46668",2,1,Permanent,0,0,0
6751.69,1371,2421,22950.0,427,16429,2024-10-12,2024-11-21,1.39692008034573,Coleland,1994-04-05,20,C-679039,APP-2023-73735,"1678 Anthony Mission Apt. 967
Kristyland, MN 73409",2,1,Temporary,1,1,0
3640.99,2271,20664,36297.0,830,199285,2025-03-24,2025-04-06,0.1821361366886619,Port Anna,1961-06-29,4,C-24409,APP-2023-762791,"226 Courtney Burg
Stevenfort, WY 02307",3,1,Permanent,1,0,0
8517.22,1479,9586,54042.0,681,46534,2025-06-03,2025-06-26,1.1613443933468002,Andersonburgh,1950-07-24,5,C-198815,APP-2023-569924,"PSC 8107, Box 1318
APO AE 51141",5,0,Permanent,1,0,0
2947.96,2132,17804,27173.0,522,57006,2025-03-31,2025-06-24,0.4766691225485037,Underwoodland,1958-08-10,21,C-811328,APP-2023-166461,"86891 Moore Mission
Jacobfurt, NC 62206",1,1,Permanent,1,1,0
8644.2,1734,9794,28385.0,841,99572,2024-11-03,2024-12-22,0.2850701000281203,New Ryan,1995-09-17,11,C-231193,APP-2023-914085,"432 Powell Mills Suite 591
Lake Scott, NM 18770",1,2,Permanent,0,0,0
232.39,1947,12514,36391.0,751,135181,2024-10-15,2024-10-26,0.2692020328300575,Davidsonton,1998-03-03,38,C-438718,APP-2023-32044,"549 Daniel Parkway
New Dawn, AK 33737",1,0,Self-employed,1,1,0
4864.03,1523,44744,30800.0,501,163803,2024-11-25,2024-12-23,0.1880307442476633,Lake Lauraview,1950-01-18,34,C-46743,APP-2023-534168,"4476 Rodriguez Walk
Harveyland, PR 66391",2,1,Permanent,0,1,0
9151.15,829,39404,10426.0,800,86916,2025-01-26,2025-01-30,0.119954898982926,Changshire,1971-02-02,2,C-269810,APP-2023-160630,"8680 Michael Glen
Deantown, IN 99296",2,2,Unemployed,1,0,0
3936.71,2802,48979,16269.0,781,23007,2025-05-22,2025-08-07,0.7071326118137958,Lake James,1968-06-09,17,C-398618,APP-2023-339335,"261 Gardner Forges
Bowenmouth, MD 25408",3,2,Permanent,0,1,1
2527.06,3150,10456,21742.0,670,85905,2025-05-02,2025-06-18,0.2530935335545078,Johnsonview,1997-07-02,8,C-317881,APP-2023-593774,"4843 Smith Turnpike
Welchberg, IN 73852",4,3,Self-employed,1,0,0
3575.32,3125,36001,21750.0,425,154549,2024-11-01,2024-11-20,0.140732065558496,South Josephmouth,1956-12-07,16,C-734712,APP-2023-697043,"PSC 9541, Box 0036
APO AP 21530",1,1,Unemployed,0,0,0
1418.57,1954,45845,35773.0,667,77915,2025-01-17,2025-03-22,0.4591285375088237,Lake Nicole,1965-07-31,31,C-639675,APP-2023-384076,"8304 Newton Spur Suite 156
New Jesseside, KY 98587",1,0,Permanent,1,0,0
6151.83,1756,43957,26905.0,355,47706,2024-08-15,2024-08-29,0.5639751813189117,East Jameston,1993-12-06,33,C-891173,APP-2023-851021,"727 Justin Keys
Thompsonland, NV 01419",1,2,Permanent,0,1,0
7372.45,1242,5553,25459.0,556,115110,2024-08-22,2024-11-01,0.2211710537746503,Port Richard,1966-09-20,8,C-511469,APP-2023-462555,"91547 Kevin Gardens
Salazarfurt, ND 39532",1,0,Permanent,1,0,0
4090.99,3479,46146,79031.0,664,191764,2025-03-28,2025-04-11,0.4121263636553263,West Jacquelineberg,1997-11-27,4,C-16488,APP-2023-832238,"Unit 8762 Box 1625
DPO AP 69471",2,3,Permanent,0,0,0
4874.88,2172,8681,42923.0,387,142233,2024-10-23,2024-11-25,0.3017794745241962,Lake Tamaraport,2003-10-14,21,C-964861,APP-2023-177367,"Unit 2668 Box 9517
DPO AE 30708",0,1,Temporary,1,0,0
6889.13,2189,22030,29119.0,702,44519,2024-10-05,2024-12-18,0.6540802803297469,Ashleyborough,1991-01-23,14,C-506848,APP-2023-934527,"47836 Joseph Mills Apt. 689
Anitachester, PW 60718",4,3,Permanent,1,1,0
2629.06,2513,29880,33014.0,434,170863,2024-09-25,2024-12-05,0.1932191287756857,Charlesville,1967-12-05,37,C-176099,APP-2023-590609,"489 Sherman Lane
Lake Evan, PR 78162",2,2,Permanent,0,0,0
5598.55,1018,39159,55774.0,436,163312,2024-07-12,2024-08-21,0.3415180758303125,New Jennifermouth,1952-08-06,27,C-222951,APP-2023-818070,"1231 Arnold Route Suite 239
Port Eric, WV 08694",1,2,Permanent,1,0,1
6826.24,1564,10580,14298.0,635,31515,2024-12-10,2025-01-24,0.453688719657306,Thomasborough,1949-04-26,30,C-950628,APP-2023-259917,"51639 Wade Course Suite 308
Jamesshire, MI 43862",2,0,Self-employed,1,1,0
4443.69,292,14148,22901.0,655,32116,2025-06-17,2025-07-04,0.7130713662971727,North Michael,1993-05-09,22,C-233103,APP-2023-932319,"PSC 2436, Box 9398
APO AA 77803",2,0,Permanent,1,0,0
3758.11,1245,27979,23616.0,490,59042,2024-07-25,2024-07-26,0.3999864503234985,Staffordfort,1958-10-02,20,C-529421,APP-2023-704139,"USNS Johnson
FPO AP 15261",1,2,Unemployed,1,0,0
2456.8,2328,38619,24083.0,729,6710,2024-09-27,2024-11-26,3.589120715350224,Savannahville,1990-05-28,4,C-470682,APP-2023-933702,"767 Martha Road
Shafferberg, MI 40901",2,0,Permanent,1,1,0
2248.9,2177,6551,28622.0,741,73721,2025-01-06,2025-02-18,0.38824758210008,New Angelaland,1991-02-06,11,C-472947,APP-2023-362441,"45697 Jeffrey Haven
Sharontown, HI 37329",0,2,Unemployed,1,1,0
2303.32,304,32014,27730.0,341,16820,2024-10-26,2025-01-20,1.648632580261593,Scotttown,1948-03-20,16,C-563416,APP-2023-995167,"598 Burns Glens
Hoodshire, NV 11619",1,0,Permanent,0,0,1
4632.32,2999,41635,31830.0,355,100446,2024-11-06,2024-12-28,0.316886685383191,West Michelle,2002-05-19,20,C-700245,APP-2023-217784,"38205 Samantha Spring
Pittschester, AZ 51249",1,2,Temporary,1,0,0
5683.33,2417,20019,18362.0,696,55828,2025-04-12,2025-05-08,0.3289030593967185,East Mistyville,2005-06-24,17,C-573917,APP-2023-688984,"96266 Michael Circles
North Michael, WY 51843",1,0,Permanent,0,1,0
2344.87,1086,10269,13205.0,783,39795,2024-11-11,2024-11-25,0.3318256062319387,Judithmouth,2004-09-19,3,C-298751,APP-2023-242785,"PSC 3408, Box 0174
APO AA 95965",2,0,Permanent,0,0,0
8092.03,914,26718,40324.0,597,98584,2025-04-18,2025-06-24,0.4090318915848414,South Mackenzieshire,1987-03-22,31,C-218879,APP-2023-232367,"3069 Linda Roads Apt. 192
Lake Sarah, MT 87101",1,2,Permanent,0,0,0
2817.08,3603,16471,35775.0,776,199553,2024-10-08,2024-12-31,0.1792756811473643,Taylortown,2002-09-26,14,C-428551,APP-2023-290005,"7786 Calhoun Court Apt. 674
Michaelhaven, MN 47849",2,1,Permanent,1,1,0
2569.56,1440,30207,17239.0,624,93908,2025-06-21,2025-08-09,0.1835732844912041,Port Alisonborough,1959-11-28,29,C-810398,APP-2023-707021,"92778 Paul Crescent Apt. 957
Port Michellemouth, MN 09406",2,0,Permanent,0,0,0
2135.9,1055,32379,8642.0,767,156561,2025-07-03,2025-09-29,0.0551989320456563,Crystalhaven,1962-04-03,24,C-795059,APP-2023-327851,"1803 Thompson Center Apt. 974
Keithfort, CO 10505",2,1,Permanent,1,1,0
10991.72,497,44196,25535.0,503,86872,2025-06-02,2025-08-06,0.2939382079381158,Lauraborough,2007-02-08,36,C-398314,APP-2023-614333,"68266 Leon Forest Suite 496
South Brian, NH 02923",3,4,Permanent,1,1,0
57.33,1263,47125,43632.0,500,102772,2024-07-15,2024-09-16,0.4245514342427898,Jamesland,1998-10-08,6,C-705488,APP-2023-751876,"9677 Norman Ramp
Patriciaside, CA 44114",1,1,Permanent,1,0,0
3179.49,639,44727,47767.0,638,193530,2025-02-20,2025-04-21,0.246819614530047,Brandonfurt,1998-10-02,37,C-180493,APP-2023-861278,"PSC 9431, Box 2251
APO AE 04773",0,2,Permanent,1,0,0
2416.11,3534,24293,40874.0,485,7080,2024-08-02,2024-09-11,5.77316384180791,North Matthew,1947-04-14,31,C-732422,APP-2023-781923,"406 Theresa Mills
Bernardhaven, PA 43226",2,1,Temporary,0,0,1
2362.87,2197,31069,43813.0,756,91405,2024-12-18,2025-01-07,0.4793282643181445,East Dillon,1963-07-09,29,C-392548,APP-2023-920050,"1630 Justin Loop Suite 800
South Angela, KS 07712",3,0,Temporary,0,0,0
2310.28,1698,46663,22603.0,588,113268,2024-12-19,2025-03-17,0.1995532718861461,Daltonmouth,1990-09-18,31,C-582520,APP-2023-26072,"743 Blankenship Junction Suite 961
Collinstown, HI 88656",4,2,Permanent,1,0,0
4225.48,2091,3365,10763.0,352,110090,2025-07-04,2025-10-01,0.0977654646198564,Lisashire,1962-12-28,24,C-711798,APP-2023-577346,"0618 Gutierrez Cape Suite 892
West Prestonstad, SD 65998",1,1,Self-employed,1,1,0
1919.32,1187,29875,6247.0,543,75101,2025-03-24,2025-05-05,0.0831813158280182,New Rodneyton,2001-10-06,36,C-570368,APP-2023-367970,"55016 Bryant Glen
Mooneyview, PA 96785",2,1,Permanent,0,0,0
5378.96,1292,32360,37087.0,830,177116,2024-10-15,2024-11-17,0.2093938435827367,Hunterfort,1991-07-05,0,C-761216,APP-2023-230033,"205 Newman Springs
Lake Cody, HI 95714",4,0,Self-employed,1,0,0
7585.24,930,23950,12451.0,820,130612,2024-10-31,2024-12-15,0.0953281474902765,South Raymondstad,2007-04-12,5,C-177434,APP-2023-713869,"0906 Adams Knoll Apt. 475
Bowmanshire, HI 46570",0,1,Temporary,1,0,0
